date,AWND,PRCP,TMAX,TMIN,daily_consumption,is_low_consumption_outlier
2007-03-01,2.0,3.6,7.8,0.6,517.564,False
2007-03-02,3.2,61.2,14.4,1.7,515.688,False
2007-03-03,2.1,0.0,15.0,4.4,819.122,False
2007-03-04,3.9,0.0,4.4,0.6,2090.7,False
2007-03-05,4.5,0.0,5.0,-6.1,2660.332,False
2007-03-06,5.5,0.0,-6.1,-11.7,1246.5,False
2007-03-07,1.8,1.0,-5.0,-11.1,2375.206,False
2007-03-08,3.3,0.0,1.1,-7.8,1572.132,False
2007-03-09,2.0,0.0,1.7,-10.6,1272.612,False
2007-03-10,2.1,1.8,13.9,0.0,2484.712,False
2007-03-11,3.0,4.1,10.0,3.3,3480.636,False
2007-03-12,1.7,0.0,13.9,2.2,1950.668,False
2007-03-13,1.3,0.0,13.9,6.1,1290.144,False
2007-03-14,1.6,0.0,21.1,7.8,1793.364,False
2007-03-15,2.8,8.1,19.4,2.2,1884.814,False
2007-03-16,5.5,51.6,2.2,-3.3,1702.054,False
2007-03-17,3.9,0.8,3.3,-3.9,2028.09,False
2007-03-18,4.3,0.0,3.9,-2.8,2371.046,False
2007-03-19,2.9,0.0,6.1,-1.1,2152.518,False
2007-03-20,3.4,0.0,10.0,0.6,2086.228,False
2007-03-21,3.0,0.0,4.4,-3.3,2142.092,False
2007-03-22,2.9,0.5,19.4,4.4,1454.978,False
2007-03-23,1.6,2.3,16.1,10.6,1309.008,False
2007-03-24,2.6,0.8,12.2,5.6,2968.43,False
2007-03-25,2.6,0.0,12.2,3.3,3336.124,False
2007-03-26,2.6,0.0,12.2,3.9,1416.082,False
2007-03-27,2.4,0.3,25.6,10.0,1105.14,False
2007-03-28,2.6,0.0,18.3,7.2,2333.898,False
2007-03-29,2.7,0.0,13.9,3.3,1590.406,False
2007-03-30,1.7,0.0,20.0,3.9,1402.394,False
2007-03-31,2.2,0.0,15.6,6.1,3509.51,False
2007-04-01,2.4,1.5,10.0,5.6,2785.952,False
2007-04-02,1.9,1.5,13.3,5.6,1960.778,False
2007-04-03,2.1,0.0,17.2,5.6,1642.82,False
2007-04-04,3.2,21.6,5.6,4.4,2051.868,False
2007-04-05,4.1,0.0,6.7,1.1,1844.078,False
2007-04-06,2.4,0.0,5.6,-0.6,1601.14,False
2007-04-07,2.8,0.0,6.1,-0.6,1553.924,False
2007-04-08,3.7,0.0,5.0,-1.1,1608.816,False
2007-04-09,2.9,0.0,9.4,0.0,1000.92,False
2007-04-10,2.7,0.0,10.6,0.6,777.364,False
2007-04-11,2.1,0.0,10.0,2.2,887.482,False
2007-04-12,3.6,35.1,6.7,3.9,537.706,False
2007-04-13,4.5,0.0,9.4,5.6,551.022,False
2007-04-14,2.5,0.0,13.3,4.4,554.268,False
2007-04-15,3.2,192.3,12.8,4.4,726.164,False
2007-04-16,3.3,22.9,8.9,3.3,952.39,False
2007-04-17,4.2,1.0,10.6,5.6,1223.734,False
2007-04-18,3.3,0.0,10.6,5.6,998.246,False
2007-04-19,2.3,0.3,16.1,7.2,1028.658,False
2007-04-20,2.4,0.0,21.7,6.7,822.58,False
2007-04-21,1.0,0.0,26.1,7.2,1673.656,False
2007-04-22,1.4,0.0,25.6,12.8,2233.714,False
2007-04-23,2.8,0.0,30.0,14.4,1054.566,False
2007-04-24,2.7,0.0,24.4,14.4,1032.1,False
2007-04-25,3.1,3.6,19.4,8.3,1264.162,False
2007-04-26,2.1,0.0,16.1,7.8,1275.466,False
2007-04-27,1.4,51.8,13.3,8.3,1094.332,False
2007-04-28,1.8,0.0,21.7,12.2,22.738,True
2007-04-30,3.3,0.0,26.7,11.1,420.822,False
2007-05-01,1.6,8.1,21.7,10.6,1663.858,False
2007-05-02,1.7,2.5,20.0,10.0,1003.486,False
2007-05-03,1.3,0.0,22.2,10.6,1090.238,False
2007-05-04,1.7,0.0,21.7,10.0,998.128,False
2007-05-05,2.0,0.0,22.8,10.6,1563.052,False
2007-05-06,3.3,0.0,17.2,7.8,2102.104,False
2007-05-07,1.8,0.0,19.4,6.7,1643.664,False
2007-05-08,1.1,0.0,22.2,8.3,1789.292,False
2007-05-09,2.2,0.0,28.3,13.9,1665.736,False
2007-05-10,2.0,0.0,25.0,16.1,707.884,False
2007-05-11,0.8,4.8,25.0,15.6,979.154,False
2007-05-12,2.5,4.6,23.3,11.7,1441.566,False
2007-05-13,3.0,0.0,20.0,9.4,1634.738,False
2007-05-14,2.5,0.0,21.1,9.4,1467.782,False
2007-05-15,3.3,0.0,28.9,13.3,904.392,False
2007-05-16,2.6,21.1,29.4,15.0,1692.944,False
2007-05-17,2.0,0.0,20.6,12.2,1231.816,False
2007-05-18,3.2,0.0,12.2,8.9,1631.53,False
2007-05-19,1.7,5.3,13.9,10.0,1429.442,False
2007-05-20,2.9,0.5,23.9,10.6,1968.328,False
2007-05-21,1.8,0.0,21.7,11.7,1120.062,False
2007-05-22,1.8,0.0,24.4,11.7,1132.852,False
2007-05-23,1.6,0.0,23.3,12.8,1464.936,False
2007-05-24,2.8,0.0,28.9,14.4,1154.388,False
2007-05-25,2.0,0.0,32.2,17.8,1614.22,False
2007-05-26,1.8,0.0,29.4,21.7,1512.248,False
2007-05-27,1.5,0.8,30.0,18.9,2153.808,False
2007-05-28,1.8,0.0,28.3,19.4,1637.468,False
2007-05-29,1.3,0.0,26.7,16.1,1061.34,False
2007-05-30,0.8,0.0,28.9,16.1,1609.866,False
2007-05-31,2.0,0.0,32.8,17.8,938.55,False
2007-06-01,1.3,0.0,31.1,17.8,1044.918,False
2007-06-02,1.7,0.0,31.7,21.7,1484.362,False
2007-06-03,2.1,41.1,26.1,17.2,2108.026,False
2007-06-04,2.4,58.2,21.1,15.6,911.618,False
2007-06-05,2.7,0.0,27.2,18.9,1458.892,False
2007-06-06,2.2,0.0,21.7,13.3,1693.638,False
2007-06-07,0.9,0.0,23.9,12.2,985.002,False
2007-06-08,1.1,0.0,29.4,17.8,2148.046,False
2007-06-09,2.6,0.3,27.8,18.3,1059.814,False
2007-06-10,1.0,0.0,22.2,16.7,1340.812,False
2007-06-11,1.9,0.8,28.9,17.2,794.654,False
2007-06-12,1.0,30.0,28.3,18.3,918.766,False
2007-06-13,3.1,0.0,18.9,13.9,927.272,False
2007-06-14,2.4,0.0,17.8,13.3,1259.084,False
2007-06-15,1.6,0.0,23.3,15.0,989.604,False
2007-06-16,1.3,1.0,27.2,15.6,2017.762,False
2007-06-17,1.7,0.0,30.0,18.9,1947.09,False
2007-06-18,1.8,0.0,28.9,20.0,678.474,False
2007-06-19,1.6,8.4,26.7,18.9,842.36,False
2007-06-20,2.1,3.6,25.6,19.4,1074.286,False
2007-06-21,2.1,4.6,26.7,15.6,806.946,False
2007-06-22,2.9,0.0,23.3,16.1,566.294,False
2007-06-23,2.0,0.0,23.3,13.3,477.566,False
2007-06-24,1.4,0.0,27.2,13.9,714.656,False
2007-06-25,1.8,0.0,26.7,19.4,1072.202,False
2007-06-26,2.0,0.0,32.8,22.2,944.908,False
2007-06-27,1.7,17.5,32.2,21.1,1480.826,False
2007-06-28,2.3,0.8,30.6,21.1,1295.438,False
2007-06-29,1.2,0.0,25.0,19.4,1304.198,False
2007-06-30,1.3,0.3,27.2,17.2,1335.314,False
2007-07-01,2.3,0.0,23.3,16.1,1026.664,False
2007-07-02,1.3,0.0,23.3,13.9,967.032,False
2007-07-03,1.4,0.0,26.7,15.6,1059.912,False
2007-07-04,2.6,1.8,21.7,18.3,1003.41,False
2007-07-05,2.1,33.0,25.6,19.4,1057.29,False
2007-07-06,1.2,0.8,28.3,19.4,1069.524,False
2007-07-07,1.7,0.0,29.4,19.4,1358.206,False
2007-07-08,2.3,0.0,31.7,21.7,1089.08,False
2007-07-09,1.7,0.0,33.3,24.4,1180.158,False
2007-07-10,1.6,0.0,33.3,23.3,908.324,False
2007-07-11,1.5,25.7,29.4,21.1,722.352,False
2007-07-12,2.2,0.0,26.7,18.9,1069.582,False
2007-07-13,1.7,0.0,27.2,20.6,794.382,False
2007-07-14,1.3,0.0,28.9,18.9,1288.17,False
2007-07-15,2.1,0.3,31.1,22.2,917.024,False
2007-07-16,1.6,0.0,27.8,21.7,853.674,False
2007-07-17,0.9,0.0,31.1,20.6,719.632,False
2007-07-18,1.4,40.4,25.6,20.6,757.082,False
2007-07-19,1.5,4.8,28.3,21.1,677.886,False
2007-07-20,3.0,0.0,25.6,19.4,1110.422,False
2007-07-21,2.4,0.0,27.8,17.2,1060.248,False
2007-07-22,2.2,0.0,28.3,20.0,1375.774,False
2007-07-23,3.5,58.7,22.2,15.6,991.018,False
2007-07-24,1.6,0.0,27.2,14.4,825.284,False
2007-07-25,0.9,0.0,28.3,19.4,472.56,False
2007-07-26,1.2,0.0,29.4,21.7,924.5,False
2007-07-27,1.6,0.0,28.9,21.7,1202.514,False
2007-07-28,1.3,0.0,28.9,21.7,1621.862,False
2007-07-29,0.9,9.7,26.7,22.2,321.116,False
2007-07-30,0.9,0.0,30.0,21.1,466.816,False
2007-07-31,1.1,0.0,30.6,22.2,812.332,False
2007-08-01,1.2,0.0,32.2,21.7,1060.338,False
2007-08-02,1.3,0.0,33.3,23.9,1019.416,False
2007-08-03,2.0,29.2,32.2,18.9,1063.364,False
2007-08-04,1.3,0.3,31.7,20.6,1144.99,False
2007-08-05,2.5,0.0,29.4,21.1,787.098,False
2007-08-06,1.4,0.0,28.3,22.2,1089.72,False
2007-08-07,0.7,0.0,31.7,23.9,1483.58,False
2007-08-08,2.4,63.5,32.2,22.8,1125.482,False
2007-08-09,2.0,0.0,28.3,22.2,1071.68,False
2007-08-10,3.2,32.5,22.2,13.9,1028.01,False
2007-08-11,1.5,0.0,27.2,13.9,1091.65,False
2007-08-12,1.0,0.0,29.4,20.0,1241.904,False
2007-08-13,2.3,1.0,28.9,21.1,1153.012,False
2007-08-14,1.3,0.0,27.2,18.3,941.19,False
2007-08-15,2.3,0.0,28.9,19.4,1191.86,False
2007-08-16,1.2,0.3,28.3,23.3,958.496,False
2007-08-17,1.4,18.8,29.4,16.7,1009.892,False
2007-08-18,2.6,0.0,23.3,15.0,347.96,False
2007-08-19,0.5,3.0,21.7,15.6,1422.294,False
2007-08-20,3.1,1.5,20.6,14.4,1338.842,False
2007-08-21,3.4,32.3,15.0,13.3,642.556,False
2007-08-22,1.6,0.0,18.3,13.3,1209.808,False
2007-08-23,0.6,0.0,23.9,16.7,1112.312,False
2007-08-24,1.0,0.0,28.3,18.9,1656.214,False
2007-08-25,1.3,0.0,30.6,22.8,1150.88,False
2007-08-26,1.6,0.0,26.7,22.2,1314.906,False
2007-08-27,1.9,0.0,28.3,19.4,1211.73,False
2007-08-28,0.6,0.0,28.3,20.0,997.004,False
2007-08-29,0.9,0.0,29.4,19.4,747.992,False
2007-08-30,1.0,0.0,30.0,21.1,1202.458,False
2007-08-31,2.2,0.0,25.6,20.6,1279.822,False
2007-09-01,3.0,0.0,26.1,17.8,1701.486,False
2007-09-02,1.3,0.0,25.6,14.4,1662.468,False
2007-09-03,2.4,0.0,27.8,17.8,1038.922,False
2007-09-04,1.8,0.0,28.3,20.6,1584.944,False
2007-09-05,1.3,0.0,26.1,18.3,1236.572,False
2007-09-06,1.3,0.0,26.7,19.4,901.474,False
2007-09-07,2.2,0.0,30.0,21.1,1336.496,False
2007-09-08,2.3,0.0,31.1,21.7,1469.752,False
2007-09-09,2.0,0.0,29.4,21.7,1679.502,False
2007-09-10,1.4,3.3,26.1,22.8,1117.376,False
2007-09-11,2.1,30.7,23.3,20.6,983.572,False
2007-09-12,2.4,0.0,23.9,16.7,1287.764,False
2007-09-13,0.8,0.0,23.3,14.4,1146.382,False
2007-09-14,1.5,0.0,23.3,17.8,1135.47,False
2007-09-15,2.3,2.0,20.6,12.8,1095.312,False
2007-09-16,1.1,0.0,18.9,10.0,1652.224,False
2007-09-17,1.5,0.0,20.6,10.6,1461.186,False
2007-09-18,1.5,0.0,21.1,11.7,1167.52,False
2007-09-19,0.8,0.0,24.4,13.3,1298.684,False
2007-09-20,0.8,0.0,27.8,15.6,1255.532,False
2007-09-21,0.8,0.0,27.8,17.2,1238.78,False
2007-09-22,0.6,7.9,23.9,18.3,1176.172,False
2007-09-23,1.3,0.0,25.6,16.7,1417.97,False
2007-09-24,1.3,0.0,26.1,14.4,1354.53,False
2007-09-25,2.5,0.0,29.4,17.2,1764.342,False
2007-09-26,2.3,0.0,30.6,20.6,1822.264,False
2007-09-27,1.7,0.0,27.8,21.7,1392.6,False
2007-09-28,2.1,2.0,24.4,16.1,1680.498,False
2007-09-29,2.2,0.0,24.4,14.4,2296.522,False
2007-09-30,1.6,0.0,22.2,13.3,1516.29,False
2007-10-01,1.2,0.0,20.6,15.0,1720.922,False
2007-10-02,1.6,0.0,23.9,14.4,2198.864,False
2007-10-03,1.0,0.8,25.6,18.3,1280.454,False
2007-10-04,0.8,0.0,28.9,20.6,1518.458,False
2007-10-05,0.7,0.0,28.3,19.4,1394.092,False
2007-10-06,1.1,0.0,28.3,18.9,1756.24,False
2007-10-07,1.7,0.0,27.8,19.4,2106.114,False
2007-10-08,1.9,0.0,30.6,19.4,1095.242,False
2007-10-09,2.6,13.2,26.1,15.6,1687.858,False
2007-10-10,1.7,4.1,20.6,16.1,1166.972,False
2007-10-11,2.7,37.6,19.4,15.0,1732.446,False
2007-10-12,3.5,2.0,15.6,8.9,1914.504,False
2007-10-13,2.0,0.0,17.2,7.2,1926.728,False
2007-10-14,2.1,0.0,18.9,9.4,2061.252,False
2007-10-15,1.2,0.0,19.4,9.4,1266.33,False
2007-10-16,0.3,0.0,21.1,13.3,1964.442,False
2007-10-17,0.5,0.0,22.8,14.4,1576.93,False
2007-10-18,1.2,0.0,25.0,17.2,1518.53,False
2007-10-19,1.9,9.7,22.8,18.3,2085.648,False
2007-10-20,2.6,0.8,21.1,15.6,1660.246,False
2007-10-21,2.1,0.0,23.3,13.3,1941.94,False
2007-10-22,2.0,0.0,24.4,15.0,1652.896,False
2007-10-23,2.7,0.3,25.6,18.9,1954.648,False
2007-10-24,2.1,4.1,19.4,11.1,1865.636,False
2007-10-25,3.3,3.6,13.9,9.4,1853.918,False
2007-10-26,3.3,11.7,14.4,11.1,1437.568,False
2007-10-27,2.5,30.5,19.4,13.3,1785.688,False
2007-10-28,3.0,0.0,13.3,6.1,512.158,False
2007-10-29,1.3,0.0,11.7,3.3,545.428,False
2007-10-30,1.3,0.0,16.7,7.8,811.008,False
2007-10-31,2.0,0.0,17.8,9.4,1283.21,False
2007-11-01,0.0,0.0,18.9,10.0,496.216,False
2007-11-02,3.9,0.0,12.8,7.2,1443.602,False
2007-11-03,4.2,0.0,10.6,7.2,492.55,False
2007-11-04,1.8,0.0,13.3,7.2,1485.686,False
2007-11-05,1.9,0.0,13.9,6.7,1500.592,False
2007-11-06,2.9,13.2,13.3,6.1,2082.378,False
2007-11-07,2.3,0.0,9.4,3.9,1844.758,False
2007-11-08,0.6,0.0,7.8,1.7,1501.06,False
2007-11-09,1.5,10.4,6.7,3.9,2171.226,False
2007-11-10,2.4,3.3,7.8,2.8,2611.6,False
2007-11-11,1.6,0.0,7.8,-0.6,1887.124,False
2007-11-12,1.1,2.8,10.0,3.3,2156.146,False
2007-11-13,1.3,5.6,15.0,8.3,2214.398,False
2007-11-14,1.0,0.0,14.4,7.2,2047.994,False
2007-11-15,2.5,9.7,17.2,6.1,1491.988,False
2007-11-16,4.4,0.0,8.3,2.8,2309.754,False
2007-11-17,2.2,0.0,7.8,1.7,2610.094,False
2007-11-18,3.1,0.0,6.7,3.9,2183.858,False
2007-11-19,3.4,6.9,6.7,1.1,1723.654,False
2007-11-20,1.8,2.8,8.9,4.4,2095.856,False
2007-11-21,0.8,0.0,14.4,6.1,1751.836,False
2007-11-22,2.1,0.8,18.9,4.4,1932.378,False
2007-11-23,3.4,0.0,4.4,-1.1,2522.618,False
2007-11-24,1.7,0.0,3.9,-3.3,1899.054,False
2007-11-25,1.8,0.0,9.4,1.1,1395.598,False
2007-11-26,1.0,31.8,16.7,4.4,1569.716,False
2007-11-27,3.5,0.8,17.8,6.1,2801.012,False
2007-11-28,2.1,0.0,7.2,1.7,1644.94,False
2007-11-29,2.8,0.3,10.6,5.0,1719.23,False
2007-11-30,2.6,0.0,5.6,1.7,2331.728,False
2007-12-01,3.2,0.0,3.3,-3.9,3134.942,False
2007-12-02,1.4,8.4,2.2,-6.7,2946.188,False
2007-12-03,4.3,7.9,8.3,0.0,1762.06,False
2007-12-04,4.4,0.0,1.1,-2.2,2067.636,False
2007-12-05,1.9,0.5,0.6,-2.2,2153.12,False
2007-12-06,2.1,0.0,0.6,-6.1,2487.934,False
2007-12-07,1.6,0.0,1.7,-2.2,1769.016,False
2007-12-08,1.9,0.0,6.7,1.1,2213.404,False
2007-12-09,0.6,8.1,4.4,1.1,2274.584,False
2007-12-10,1.4,2.0,4.4,2.8,1758.754,False
2007-12-11,1.7,0.3,7.2,1.7,2305.104,False
2007-12-12,3.0,0.0,11.1,1.1,1588.062,False
2007-12-13,2.8,25.9,2.2,-1.7,1847.746,False
2007-12-14,1.4,0.0,5.6,-0.6,1974.808,False
2007-12-15,3.4,0.3,2.2,-1.7,2736.876,False
2007-12-16,5.7,21.3,3.3,-1.7,2762.218,False
2007-12-17,5.4,0.0,0.6,-3.3,1797.066,False
2007-12-18,2.3,0.0,2.8,-1.7,2623.194,False
2007-12-19,1.1,2.0,6.1,1.1,2196.052,False
2007-12-20,2.3,0.0,6.7,1.7,1949.758,False
2007-12-21,4.2,0.0,3.9,2.2,1982.576,False
2007-12-22,3.8,0.0,5.0,1.7,2611.264,False
2007-12-23,2.9,18.0,16.1,5.0,2409.048,False
2007-12-24,3.5,0.0,10.0,2.8,2257.848,False
2007-12-25,2.4,0.0,6.1,1.7,2694.968,False
2007-12-26,2.8,13.0,3.9,0.0,2580.28,False
2007-12-27,2.0,1.3,6.1,2.2,2532.198,False
2007-12-28,2.1,0.5,9.4,4.4,3113.052,False
2007-12-29,2.4,14.5,10.6,5.6,3298.956,False
2007-12-30,1.8,3.0,6.1,1.7,2558.916,False
2007-12-31,2.8,5.6,6.7,1.7,2216.542,False
2008-01-01,2.9,4.3,8.3,2.8,2759.738,False
2008-01-02,4.1,0.0,3.3,-8.3,1644.106,False
2008-01-03,2.9,0.0,-6.7,-11.1,1510.108,False
2008-01-04,2.5,0.0,2.2,-8.9,2291.852,False
2008-01-05,1.6,1.5,6.1,0.0,2183.248,False
2008-01-06,0.8,0.3,10.0,2.2,1825.184,False
2008-01-07,1.9,0.0,16.7,7.2,1695.814,False
2008-01-08,3.0,0.0,17.8,11.7,2043.55,False
2008-01-09,3.8,0.8,17.8,8.3,1788.44,False
2008-01-10,1.6,0.3,10.0,5.0,1894.076,False
2008-01-11,2.3,32.8,13.3,4.4,1705.818,False
2008-01-12,2.0,0.0,9.4,5.6,2871.408,False
2008-01-13,3.6,7.6,7.2,2.2,2881.656,False
2008-01-14,2.9,4.6,3.9,1.1,2024.932,False
2008-01-15,3.7,0.0,3.3,0.0,2686.912,False
2008-01-16,3.4,0.0,3.9,-1.7,2135.852,False
2008-01-17,2.6,6.4,3.9,-1.1,1572.282,False
2008-01-18,4.0,11.7,8.9,1.7,2186.988,False
2008-01-19,0.0,0.0,2.8,0.0,1980.306,False
2008-01-20,4.9,0.0,1.1,-8.3,1740.368,False
2008-01-21,3.6,0.0,-3.3,-9.4,1858.998,False
2008-01-22,3.1,0.0,3.9,-5.0,2325.018,False
2008-01-23,3.6,0.0,4.4,-1.1,1882.308,False
2008-01-24,2.3,0.0,1.1,-4.4,1645.022,False
2008-01-25,3.7,0.0,0.6,-6.1,2239.856,False
2008-01-26,1.7,0.0,1.1,-3.9,2834.988,False
2008-01-27,3.2,0.0,3.9,-1.1,2381.766,False
2008-01-28,3.0,0.0,5.6,-2.8,2308.196,False
2008-01-29,1.7,0.3,6.1,-1.1,2676.024,False
2008-01-30,4.6,2.0,9.4,0.0,1640.646,False
2008-01-31,3.1,0.0,3.3,-2.2,1953.922,False
2008-02-01,5.3,41.4,11.7,0.0,1534.652,False
2008-02-02,4.0,0.0,6.1,1.7,2936.034,False
2008-02-03,1.1,0.0,9.4,0.6,2084.568,False
2008-02-04,3.5,1.8,5.6,1.1,1628.138,False
2008-02-05,2.5,1.3,11.1,3.3,2472.456,False
2008-02-06,2.4,1.0,20.0,5.0,1669.54,False
2008-02-07,3.0,1.3,9.4,3.3,1518.31,False
2008-02-08,2.2,0.0,7.2,1.7,1950.564,False
2008-02-09,2.2,1.5,6.7,2.8,2102.276,False
2008-02-10,5.3,0.0,6.7,-9.4,2184.714,False
2008-02-11,5.7,0.0,-4.4,-12.2,1692.016,False
2008-02-12,2.2,14.0,-0.6,-8.3,1987.798,False
2008-02-13,2.7,49.3,12.2,-0.6,1900.498,False
2008-02-14,3.4,0.0,4.4,-2.2,1604.622,False
2008-02-15,3.6,0.0,8.3,-0.6,2005.208,False
2008-02-16,2.6,0.0,1.1,-5.0,2346.948,False
2008-02-17,3.5,5.8,11.7,-1.1,1933.368,False
2008-02-18,3.9,6.9,17.8,4.4,1514.404,False
2008-02-19,4.3,0.0,5.0,-2.2,2126.916,False
2008-02-20,3.3,0.0,0.0,-4.4,2253.79,False
2008-02-21,2.9,0.0,0.6,-6.7,1633.85,False
2008-02-22,2.7,17.8,1.1,-3.9,1732.564,False
2008-02-23,2.0,0.3,1.1,-2.2,1833.97,False
2008-02-24,2.2,0.0,3.9,-4.4,1263.008,False
2008-02-25,2.4,0.0,8.9,0.0,504.488,False
2008-02-26,1.9,5.3,8.3,3.3,507.12,False
2008-02-27,4.7,0.0,6.7,-5.6,566.72,False
2008-02-28,4.8,0.0,-2.2,-7.8,509.184,False
2008-02-29,3.2,3.6,1.7,-8.3,1333.348,False
2008-03-01,4.1,3.6,7.8,0.6,1141.876,False
2008-03-02,4.1,0.0,6.1,-2.2,1162.226,False
2008-03-03,2.7,0.0,12.8,2.2,1040.55,False
2008-03-04,3.0,4.8,17.2,7.2,1668.99,False
2008-03-05,4.7,7.6,13.9,2.8,2037.208,False
2008-03-06,2.5,0.0,9.4,1.1,2503.208,False
2008-03-07,3.5,30.7,7.2,2.2,1862.956,False
2008-03-08,3.6,19.1,13.9,2.2,2248.66,False
2008-03-09,5.4,0.0,5.6,-1.1,1560.458,False
2008-03-10,3.4,0.0,7.2,-2.8,1618.686,False
2008-03-11,2.4,0.0,9.4,1.7,2200.042,False
2008-03-12,4.1,0.0,8.3,1.7,1774.232,False
2008-03-13,2.4,0.0,7.2,-0.6,1675.514,False
2008-03-14,2.8,0.5,13.3,4.4,2210.22,False
2008-03-15,3.8,2.8,13.3,5.0,1576.3,False
2008-03-16,3.4,1.0,8.3,1.7,1801.96,False
2008-03-17,3.8,0.0,10.0,-1.1,1706.918,False
2008-03-18,3.4,0.0,6.7,1.7,1917.566,False
2008-03-19,2.7,24.1,11.7,5.0,1308.448,False
2008-03-20,5.5,5.6,14.4,2.2,1253.274,False
2008-03-21,5.6,0.0,7.2,0.6,2066.442,False
2008-03-22,3.2,0.0,10.0,1.1,2053.516,False
