date,AWND,PRCP,TMAX,TMIN,daily_consumption,is_low_consumption_outlier,year,month,day_of_week,day_of_year,is_weekend,temperature_range,temperature_mean,heating_degree_days,cooling_degree_days
2007-02-14,6.2,23.9,-1.7,-8.9,2498.672,False,2007,2,2,45,False,7.2,-5.3,23.3,0.0
2007-02-15,4.7,0.0,-4.4,-9.4,1985.346,False,2007,2,3,46,False,5.0,-6.9,24.9,0.0
2007-02-16,4.4,0.0,-1.7,-10.0,1702.528,False,2007,2,4,47,False,8.3,-5.85,23.85,0.0
2007-02-17,2.9,0.0,1.7,-7.2,2076.912,False,2007,2,5,48,True,8.9,-2.75,20.75,0.0
2007-02-18,3.4,0.0,1.1,-7.8,3829.762,False,2007,2,6,49,True,8.9,-3.3499999999999996,21.35,0.0
2007-02-19,4.3,0.0,-1.1,-11.1,2186.614,False,2007,2,0,50,False,10.0,-6.1,24.1,0.0
2007-02-20,2.7,2.5,8.3,-1.7,3149.928,False,2007,2,1,51,False,10.0,3.3000000000000003,14.7,0.0
2007-02-21,1.3,0.3,9.4,3.9,2072.874,False,2007,2,2,52,False,5.5,6.65,11.35,0.0
2007-02-22,2.4,5.3,7.2,2.2,3369.478,False,2007,2,3,53,False,5.0,4.7,13.3,0.0
2007-02-23,5.2,0.0,3.9,-5.6,1313.48,False,2007,2,4,54,False,9.5,-0.8499999999999999,18.85,0.0
2007-02-24,4.3,0.0,5.6,-6.7,714.922,False,2007,2,5,55,True,12.3,-0.5500000000000003,18.55,0.0
2007-02-25,1.8,4.8,2.8,-4.4,501.74,False,2007,2,6,56,True,7.2,-0.8000000000000003,18.8,0.0
2007-02-26,2.5,7.1,2.2,-1.1,568.484,False,2007,2,0,57,False,3.3000000000000003,0.55,17.45,0.0
2007-02-27,0.9,0.0,6.1,1.1,518.112,False,2007,2,1,58,False,5.0,3.5999999999999996,14.4,0.0
2007-02-28,2.2,0.0,7.8,1.7,520.774,False,2007,2,2,59,False,6.1,4.75,13.25,0.0
2007-03-01,2.0,3.6,7.8,0.6,517.564,False,2007,3,3,60,False,7.2,4.2,13.8,0.0
2007-03-02,3.2,61.2,14.4,1.7,515.688,False,2007,3,4,61,False,12.700000000000001,8.05,9.95,0.0
2007-03-03,2.1,0.0,15.0,4.4,819.122,False,2007,3,5,62,True,10.6,9.7,8.3,0.0
2007-03-04,3.9,0.0,4.4,0.6,2090.7,False,2007,3,6,63,True,3.8000000000000003,2.5,15.5,0.0
2007-03-05,4.5,0.0,5.0,-6.1,2660.332,False,2007,3,0,64,False,11.1,-0.5499999999999998,18.55,0.0
2007-03-06,5.5,0.0,-6.1,-11.7,1246.5,False,2007,3,1,65,False,5.6,-8.899999999999999,26.9,0.0
2007-03-07,1.8,1.0,-5.0,-11.1,2375.206,False,2007,3,2,66,False,6.1,-8.05,26.05,0.0
2007-03-08,3.3,0.0,1.1,-7.8,1572.132,False,2007,3,3,67,False,8.9,-3.3499999999999996,21.35,0.0
2007-03-09,2.0,0.0,1.7,-10.6,1272.612,False,2007,3,4,68,False,12.299999999999999,-4.45,22.45,0.0
2007-03-10,2.1,1.8,13.9,0.0,2484.712,False,2007,3,5,69,True,13.9,6.95,11.05,0.0
2007-03-11,3.0,4.1,10.0,3.3,3480.636,False,2007,3,6,70,True,6.7,6.65,11.35,0.0
2007-03-12,1.7,0.0,13.9,2.2,1950.668,False,2007,3,0,71,False,11.7,8.05,9.95,0.0
2007-03-13,1.3,0.0,13.9,6.1,1290.144,False,2007,3,1,72,False,7.800000000000001,10.0,8.0,0.0
2007-03-14,1.6,0.0,21.1,7.8,1793.364,False,2007,3,2,73,False,13.3,14.450000000000001,3.549999999999999,0.0
2007-03-15,2.8,8.1,19.4,2.2,1884.814,False,2007,3,3,74,False,17.2,10.799999999999999,7.200000000000001,0.0
2007-03-16,5.5,51.6,2.2,-3.3,1702.054,False,2007,3,4,75,False,5.5,-0.5499999999999998,18.55,0.0
2007-03-17,3.9,0.8,3.3,-3.9,2028.09,False,2007,3,5,76,True,7.199999999999999,-0.30000000000000004,18.3,0.0
2007-03-18,4.3,0.0,3.9,-2.8,2371.046,False,2007,3,6,77,True,6.699999999999999,0.55,17.45,0.0
2007-03-19,2.9,0.0,6.1,-1.1,2152.518,False,2007,3,0,78,False,7.199999999999999,2.5,15.5,0.0
2007-03-20,3.4,0.0,10.0,0.6,2086.228,False,2007,3,1,79,False,9.4,5.3,12.7,0.0
2007-03-21,3.0,0.0,4.4,-3.3,2142.092,False,2007,3,2,80,False,7.7,0.5500000000000003,17.45,0.0
2007-03-22,2.9,0.5,19.4,4.4,1454.978,False,2007,3,3,81,False,14.999999999999998,11.899999999999999,6.100000000000001,0.0
2007-03-23,1.6,2.3,16.1,10.6,1309.008,False,2007,3,4,82,False,5.500000000000002,13.350000000000001,4.649999999999999,0.0
2007-03-24,2.6,0.8,12.2,5.6,2968.43,False,2007,3,5,83,True,6.6,8.899999999999999,9.100000000000001,0.0
2007-03-25,2.6,0.0,12.2,3.3,3336.124,False,2007,3,6,84,True,8.899999999999999,7.75,10.25,0.0
2007-03-26,2.6,0.0,12.2,3.9,1416.082,False,2007,3,0,85,False,8.299999999999999,8.049999999999999,9.950000000000001,0.0
2007-03-27,2.4,0.3,25.6,10.0,1105.14,False,2007,3,1,86,False,15.600000000000001,17.8,0.1999999999999993,0.0
2007-03-28,2.6,0.0,18.3,7.2,2333.898,False,2007,3,2,87,False,11.100000000000001,12.75,5.25,0.0
2007-03-29,2.7,0.0,13.9,3.3,1590.406,False,2007,3,3,88,False,10.600000000000001,8.6,9.4,0.0
2007-03-30,1.7,0.0,20.0,3.9,1402.394,False,2007,3,4,89,False,16.1,11.95,6.050000000000001,0.0
2007-03-31,2.2,0.0,15.6,6.1,3509.51,False,2007,3,5,90,True,9.5,10.85,7.15,0.0
2007-04-01,2.4,1.5,10.0,5.6,2785.952,False,2007,4,6,91,True,4.4,7.8,10.2,0.0
2007-04-02,1.9,1.5,13.3,5.6,1960.778,False,2007,4,0,92,False,7.700000000000001,9.45,8.55,0.0
2007-04-03,2.1,0.0,17.2,5.6,1642.82,False,2007,4,1,93,False,11.6,11.399999999999999,6.600000000000001,0.0
2007-04-04,3.2,21.6,5.6,4.4,2051.868,False,2007,4,2,94,False,1.1999999999999993,5.0,13.0,0.0
2007-04-05,4.1,0.0,6.7,1.1,1844.078,False,2007,4,3,95,False,5.6,3.9000000000000004,14.1,0.0
2007-04-06,2.4,0.0,5.6,-0.6,1601.14,False,2007,4,4,96,False,6.199999999999999,2.5,15.5,0.0
2007-04-07,2.8,0.0,6.1,-0.6,1553.924,False,2007,4,5,97,True,6.699999999999999,2.75,15.25,0.0
2007-04-08,3.7,0.0,5.0,-1.1,1608.816,False,2007,4,6,98,True,6.1,1.95,16.05,0.0
2007-04-09,2.9,0.0,9.4,0.0,1000.92,False,2007,4,0,99,False,9.4,4.7,13.3,0.0
2007-04-10,2.7,0.0,10.6,0.6,777.364,False,2007,4,1,100,False,10.0,5.6,12.4,0.0
2007-04-11,2.1,0.0,10.0,2.2,887.482,False,2007,4,2,101,False,7.8,6.1,11.9,0.0
2007-04-12,3.6,35.1,6.7,3.9,537.706,False,2007,4,3,102,False,2.8000000000000003,5.3,12.7,0.0
2007-04-13,4.5,0.0,9.4,5.6,551.022,False,2007,4,4,103,False,3.8000000000000007,7.5,10.5,0.0
2007-04-14,2.5,0.0,13.3,4.4,554.268,False,2007,4,5,104,True,8.9,8.850000000000001,9.149999999999999,0.0
2007-04-15,3.2,192.3,12.8,4.4,726.164,False,2007,4,6,105,True,8.4,8.600000000000001,9.399999999999999,0.0
2007-04-16,3.3,22.9,8.9,3.3,952.39,False,2007,4,0,106,False,5.6000000000000005,6.1,11.9,0.0
2007-04-17,4.2,1.0,10.6,5.6,1223.734,False,2007,4,1,107,False,5.0,8.1,9.9,0.0
2007-04-18,3.3,0.0,10.6,5.6,998.246,False,2007,4,2,108,False,5.0,8.1,9.9,0.0
2007-04-19,2.3,0.3,16.1,7.2,1028.658,False,2007,4,3,109,False,8.900000000000002,11.65,6.35,0.0
2007-04-20,2.4,0.0,21.7,6.7,822.58,False,2007,4,4,110,False,15.0,14.2,3.8000000000000007,0.0
2007-04-21,1.0,0.0,26.1,7.2,1673.656,False,2007,4,5,111,True,18.900000000000002,16.650000000000002,1.3499999999999979,0.0
2007-04-22,1.4,0.0,25.6,12.8,2233.714,False,2007,4,6,112,True,12.8,19.200000000000003,0.0,1.2000000000000028
2007-04-23,2.8,0.0,30.0,14.4,1054.566,False,2007,4,0,113,False,15.6,22.2,0.0,4.199999999999999
2007-04-24,2.7,0.0,24.4,14.4,1032.1,False,2007,4,1,114,False,9.999999999999998,19.4,0.0,1.3999999999999986
2007-04-25,3.1,3.6,19.4,8.3,1264.162,False,2007,4,2,115,False,11.099999999999998,13.85,4.15,0.0
2007-04-26,2.1,0.0,16.1,7.8,1275.466,False,2007,4,3,116,False,8.3,11.950000000000001,6.049999999999999,0.0
2007-04-27,1.4,51.8,13.3,8.3,1094.332,False,2007,4,4,117,False,5.0,10.8,7.199999999999999,0.0
2007-04-28,1.8,0.0,21.7,12.2,22.738,True,2007,4,5,118,True,9.5,16.95,1.0500000000000007,0.0
2007-04-30,3.3,0.0,26.7,11.1,420.822,False,2007,4,0,120,False,15.6,18.9,0.0,0.8999999999999986
2007-05-01,1.6,8.1,21.7,10.6,1663.858,False,2007,5,1,121,False,11.1,16.15,1.8500000000000014,0.0
2007-05-02,1.7,2.5,20.0,10.0,1003.486,False,2007,5,2,122,False,10.0,15.0,3.0,0.0
2007-05-03,1.3,0.0,22.2,10.6,1090.238,False,2007,5,3,123,False,11.6,16.4,1.6000000000000014,0.0
2007-05-04,1.7,0.0,21.7,10.0,998.128,False,2007,5,4,124,False,11.7,15.85,2.1500000000000004,0.0
2007-05-05,2.0,0.0,22.8,10.6,1563.052,False,2007,5,5,125,True,12.200000000000001,16.7,1.3000000000000007,0.0
2007-05-06,3.3,0.0,17.2,7.8,2102.104,False,2007,5,6,126,True,9.399999999999999,12.5,5.5,0.0
2007-05-07,1.8,0.0,19.4,6.7,1643.664,False,2007,5,0,127,False,12.7,13.049999999999999,4.950000000000001,0.0
2007-05-08,1.1,0.0,22.2,8.3,1789.292,False,2007,5,1,128,False,13.899999999999999,15.25,2.75,0.0
2007-05-09,2.2,0.0,28.3,13.9,1665.736,False,2007,5,2,129,False,14.4,21.1,0.0,3.1000000000000014
2007-05-10,2.0,0.0,25.0,16.1,707.884,False,2007,5,3,130,False,8.899999999999999,20.55,0.0,2.5500000000000007
2007-05-11,0.8,4.8,25.0,15.6,979.154,False,2007,5,4,131,False,9.4,20.3,0.0,2.3000000000000007
2007-05-12,2.5,4.6,23.3,11.7,1441.566,False,2007,5,5,132,True,11.600000000000001,17.5,0.5,0.0
2007-05-13,3.0,0.0,20.0,9.4,1634.738,False,2007,5,6,133,True,10.6,14.7,3.3000000000000007,0.0
2007-05-14,2.5,0.0,21.1,9.4,1467.782,False,2007,5,0,134,False,11.700000000000001,15.25,2.75,0.0
2007-05-15,3.3,0.0,28.9,13.3,904.392,False,2007,5,1,135,False,15.599999999999998,21.1,0.0,3.1000000000000014
2007-05-16,2.6,21.1,29.4,15.0,1692.944,False,2007,5,2,136,False,14.399999999999999,22.2,0.0,4.199999999999999
2007-05-17,2.0,0.0,20.6,12.2,1231.816,False,2007,5,3,137,False,8.400000000000002,16.4,1.6000000000000014,0.0
2007-05-18,3.2,0.0,12.2,8.9,1631.53,False,2007,5,4,138,False,3.299999999999999,10.55,7.449999999999999,0.0
2007-05-19,1.7,5.3,13.9,10.0,1429.442,False,2007,5,5,139,True,3.9000000000000004,11.95,6.050000000000001,0.0
2007-05-20,2.9,0.5,23.9,10.6,1968.328,False,2007,5,6,140,True,13.299999999999999,17.25,0.75,0.0
2007-05-21,1.8,0.0,21.7,11.7,1120.062,False,2007,5,0,141,False,10.0,16.7,1.3000000000000007,0.0
2007-05-22,1.8,0.0,24.4,11.7,1132.852,False,2007,5,1,142,False,12.7,18.049999999999997,0.0,0.04999999999999716
2007-05-23,1.6,0.0,23.3,12.8,1464.936,False,2007,5,2,143,False,10.5,18.05,0.0,0.05000000000000071
2007-05-24,2.8,0.0,28.9,14.4,1154.388,False,2007,5,3,144,False,14.499999999999998,21.65,0.0,3.6499999999999986
2007-05-25,2.0,0.0,32.2,17.8,1614.22,False,2007,5,4,145,False,14.400000000000002,25.0,0.0,7.0
2007-05-26,1.8,0.0,29.4,21.7,1512.248,False,2007,5,5,146,True,7.699999999999999,25.549999999999997,0.0,7.549999999999997
2007-05-27,1.5,0.8,30.0,18.9,2153.808,False,2007,5,6,147,True,11.100000000000001,24.45,0.0,6.449999999999999
2007-05-28,1.8,0.0,28.3,19.4,1637.468,False,2007,5,0,148,False,8.900000000000002,23.85,0.0,5.850000000000001
2007-05-29,1.3,0.0,26.7,16.1,1061.34,False,2007,5,1,149,False,10.599999999999998,21.4,0.0,3.3999999999999986
2007-05-30,0.8,0.0,28.9,16.1,1609.866,False,2007,5,2,150,False,12.799999999999997,22.5,0.0,4.5
2007-05-31,2.0,0.0,32.8,17.8,938.55,False,2007,5,3,151,False,14.999999999999996,25.299999999999997,0.0,7.299999999999997
2007-06-01,1.3,0.0,31.1,17.8,1044.918,False,2007,6,4,152,False,13.3,24.450000000000003,0.0,6.450000000000003
2007-06-02,1.7,0.0,31.7,21.7,1484.362,False,2007,6,5,153,True,10.0,26.7,0.0,8.7
2007-06-03,2.1,41.1,26.1,17.2,2108.026,False,2007,6,6,154,True,8.900000000000002,21.65,0.0,3.6499999999999986
2007-06-04,2.4,58.2,21.1,15.6,911.618,False,2007,6,0,155,False,5.500000000000002,18.35,0.0,0.3500000000000014
2007-06-05,2.7,0.0,27.2,18.9,1458.892,False,2007,6,1,156,False,8.3,23.049999999999997,0.0,5.049999999999997
2007-06-06,2.2,0.0,21.7,13.3,1693.638,False,2007,6,2,157,False,8.399999999999999,17.5,0.5,0.0
2007-06-07,0.9,0.0,23.9,12.2,985.002,False,2007,6,3,158,False,11.7,18.049999999999997,0.0,0.04999999999999716
2007-06-08,1.1,0.0,29.4,17.8,2148.046,False,2007,6,4,159,False,11.599999999999998,23.6,0.0,5.600000000000001
2007-06-09,2.6,0.3,27.8,18.3,1059.814,False,2007,6,5,160,True,9.5,23.05,0.0,5.050000000000001
2007-06-10,1.0,0.0,22.2,16.7,1340.812,False,2007,6,6,161,True,5.5,19.45,0.0,1.4499999999999993
2007-06-11,1.9,0.8,28.9,17.2,794.654,False,2007,6,0,162,False,11.7,23.049999999999997,0.0,5.049999999999997
2007-06-12,1.0,30.0,28.3,18.3,918.766,False,2007,6,1,163,False,10.0,23.3,0.0,5.300000000000001
2007-06-13,3.1,0.0,18.9,13.9,927.272,False,2007,6,2,164,False,4.999999999999998,16.4,1.6000000000000014,0.0
2007-06-14,2.4,0.0,17.8,13.3,1259.084,False,2007,6,3,165,False,4.5,15.55,2.4499999999999993,0.0
2007-06-15,1.6,0.0,23.3,15.0,989.604,False,2007,6,4,166,False,8.3,19.15,0.0,1.1499999999999986
2007-06-16,1.3,1.0,27.2,15.6,2017.762,False,2007,6,5,167,True,11.6,21.4,0.0,3.3999999999999986
2007-06-17,1.7,0.0,30.0,18.9,1947.09,False,2007,6,6,168,True,11.100000000000001,24.45,0.0,6.449999999999999
2007-06-18,1.8,0.0,28.9,20.0,678.474,False,2007,6,0,169,False,8.899999999999999,24.45,0.0,6.449999999999999
2007-06-19,1.6,8.4,26.7,18.9,842.36,False,2007,6,1,170,False,7.800000000000001,22.799999999999997,0.0,4.799999999999997
2007-06-20,2.1,3.6,25.6,19.4,1074.286,False,2007,6,2,171,False,6.200000000000003,22.5,0.0,4.5
2007-06-21,2.1,4.6,26.7,15.6,806.946,False,2007,6,3,172,False,11.1,21.15,0.0,3.1499999999999986
2007-06-22,2.9,0.0,23.3,16.1,566.294,False,2007,6,4,173,False,7.199999999999999,19.700000000000003,0.0,1.7000000000000028
2007-06-23,2.0,0.0,23.3,13.3,477.566,False,2007,6,5,174,True,10.0,18.3,0.0,0.3000000000000007
2007-06-24,1.4,0.0,27.2,13.9,714.656,False,2007,6,6,175,True,13.299999999999999,20.55,0.0,2.5500000000000007
2007-06-25,1.8,0.0,26.7,19.4,1072.202,False,2007,6,0,176,False,7.300000000000001,23.049999999999997,0.0,5.049999999999997
2007-06-26,2.0,0.0,32.8,22.2,944.908,False,2007,6,1,177,False,10.599999999999998,27.5,0.0,9.5
2007-06-27,1.7,17.5,32.2,21.1,1480.826,False,2007,6,2,178,False,11.100000000000001,26.650000000000002,0.0,8.650000000000002
2007-06-28,2.3,0.8,30.6,21.1,1295.438,False,2007,6,3,179,False,9.5,25.85,0.0,7.850000000000001
2007-06-29,1.2,0.0,25.0,19.4,1304.198,False,2007,6,4,180,False,5.600000000000001,22.2,0.0,4.199999999999999
2007-06-30,1.3,0.3,27.2,17.2,1335.314,False,2007,6,5,181,True,10.0,22.2,0.0,4.199999999999999
2007-07-01,2.3,0.0,23.3,16.1,1026.664,False,2007,7,6,182,True,7.199999999999999,19.700000000000003,0.0,1.7000000000000028
2007-07-02,1.3,0.0,23.3,13.9,967.032,False,2007,7,0,183,False,9.4,18.6,0.0,0.6000000000000014
2007-07-03,1.4,0.0,26.7,15.6,1059.912,False,2007,7,1,184,False,11.1,21.15,0.0,3.1499999999999986
2007-07-04,2.6,1.8,21.7,18.3,1003.41,False,2007,7,2,185,False,3.3999999999999986,20.0,0.0,2.0
2007-07-05,2.1,33.0,25.6,19.4,1057.29,False,2007,7,3,186,False,6.200000000000003,22.5,0.0,4.5
2007-07-06,1.2,0.8,28.3,19.4,1069.524,False,2007,7,4,187,False,8.900000000000002,23.85,0.0,5.850000000000001
2007-07-07,1.7,0.0,29.4,19.4,1358.206,False,2007,7,5,188,True,10.0,24.4,0.0,6.399999999999999
2007-07-08,2.3,0.0,31.7,21.7,1089.08,False,2007,7,6,189,True,10.0,26.7,0.0,8.7
2007-07-09,1.7,0.0,33.3,24.4,1180.158,False,2007,7,0,190,False,8.899999999999999,28.849999999999998,0.0,10.849999999999998
2007-07-10,1.6,0.0,33.3,23.3,908.324,False,2007,7,1,191,False,9.999999999999996,28.299999999999997,0.0,10.299999999999997
2007-07-11,1.5,25.7,29.4,21.1,722.352,False,2007,7,2,192,False,8.299999999999997,25.25,0.0,7.25
2007-07-12,2.2,0.0,26.7,18.9,1069.582,False,2007,7,3,193,False,7.800000000000001,22.799999999999997,0.0,4.799999999999997
2007-07-13,1.7,0.0,27.2,20.6,794.382,False,2007,7,4,194,False,6.599999999999998,23.9,0.0,5.899999999999999
2007-07-14,1.3,0.0,28.9,18.9,1288.17,False,2007,7,5,195,True,10.0,23.9,0.0,5.899999999999999
2007-07-15,2.1,0.3,31.1,22.2,917.024,False,2007,7,6,196,True,8.900000000000002,26.65,0.0,8.649999999999999
2007-07-16,1.6,0.0,27.8,21.7,853.674,False,2007,7,0,197,False,6.100000000000001,24.75,0.0,6.75
2007-07-17,0.9,0.0,31.1,20.6,719.632,False,2007,7,1,198,False,10.5,25.85,0.0,7.850000000000001
2007-07-18,1.4,40.4,25.6,20.6,757.082,False,2007,7,2,199,False,5.0,23.1,0.0,5.100000000000001
2007-07-19,1.5,4.8,28.3,21.1,677.886,False,2007,7,3,200,False,7.199999999999999,24.700000000000003,0.0,6.700000000000003
2007-07-20,3.0,0.0,25.6,19.4,1110.422,False,2007,7,4,201,False,6.200000000000003,22.5,0.0,4.5
2007-07-21,2.4,0.0,27.8,17.2,1060.248,False,2007,7,5,202,True,10.600000000000001,22.5,0.0,4.5
2007-07-22,2.2,0.0,28.3,20.0,1375.774,False,2007,7,6,203,True,8.3,24.15,0.0,6.149999999999999
2007-07-23,3.5,58.7,22.2,15.6,991.018,False,2007,7,0,204,False,6.6,18.9,0.0,0.8999999999999986
2007-07-24,1.6,0.0,27.2,14.4,825.284,False,2007,7,1,205,False,12.799999999999999,20.8,0.0,2.8000000000000007
2007-07-25,0.9,0.0,28.3,19.4,472.56,False,2007,7,2,206,False,8.900000000000002,23.85,0.0,5.850000000000001
2007-07-26,1.2,0.0,29.4,21.7,924.5,False,2007,7,3,207,False,7.699999999999999,25.549999999999997,0.0,7.549999999999997
